class,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
LASSO,10,31101,3111,3110,0.3,4.990198662354616,4.405144694533762,5.723472668810289,0.3882699617745296,4.990198662354616,4.405144694533762,5.723472668810289,0.3882699617745296,8,8,0,0.1666666666666666,0.7766197046225004,1.5917092182331836e-05,2.944434179,0.4181721305229677,4.895355266,1.1211078282467082,14.755642402516456,1.4842210137979122,0.0,0,0,0,7.1,7,8,0.3,7.0,7,7,0.0,8.0,8,8,0.0,3,3,3,0,1,1,1,0,3,3,3,0,0.1020070595564712,3109,141,0.0
LASSO,20,17280,864,864,0.0,4.976851851851852,3.8194444444444446,6.365740740740741,0.6526792675866521,4.976851851851852,3.8194444444444446,6.365740740740741,0.6526792675866521,6,6,0,0.1666666666666666,2.632756394344683,6.047961636577658e-07,5.726238811748961,0.7716199119372189,20.105968904014496,0.7749071547050166,45.82370565437618,5.063417669162507,0.0,0,0,0,4.85,2,5,0.6538348415311012,5.1,5,6,0.3,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.012220381,0,0,0.1985152433458726
QUANTILEREGRESSOR,15,18324,1222,1221,0.4898979485566357,0.012729587,0.0,0.1909438079650845,0.047629754,0.010911075,0.0,0.1636661211129296,0.040825503,2,2,0,0.016666667,1.114828360529934,0.038277842,2.306848730035987,0.030078174,2.138864587956117,0.069041534,6.974712839568285,0.1726895109122067,0.0,0,0,0,1.4666666666666666,0,2,0.8055363982396381,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.4689964491509023,0,0,0.6365141682948128
QUANTILEREGRESSOR,5,18329,3666,3665,0.3999999999999999,0.025462648,0.0,0.063665302,0.031185248,0.021825127,0.0,0.054570259,0.026730212,1,1,0,0.016666667,0.8124659140931285,0.565911603,1.2466261178202287,0.0,0.40133195,0.033945052,1.0457296524355093,0.0,0.0,0,0,0,1.0,1,1,0.0,1.0,1,1,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.4265397261475009,0,0,0.0
XGBRegressor,5,6911,1383,1382,0.4000000000000001,5.1801438388201575,4.703328509406656,6.150506512301012,0.512840885,5.1801438388201575,4.703328509406656,6.150506512301012,0.512840885,2,2,0,0.1666666666666666,0.063113353,0.050851307,0.074826635,0.003257554,1.2925635371194013,1.1786565719608746,1.418350606142306,0.006306146,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.3477732095321363,0,0,0.0
XGBRegressor,20,31101,1556,1555,0.2179449471770337,5.028748791112507,3.922829581993569,5.912596401028278,0.5227570901834755,5.028748791112507,3.922829581993569,5.912596401028278,0.5227570901834755,5,5,0,0.1666666666666666,1.9702640394177129,0.015629142,4.673305064698197,0.8569606620600669,10.372962909526183,1.1818197301826654,25.48324083154944,4.2377356085660045,0.0,0,0,0,4.8,1,5,0.8717797887081349,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1298187211379386,0,0,0.1985152433458726
HUBERREGRESSOR,5,10366,2074,2073,0.3999999999999999,4.948902196165885,4.628736740597879,5.209840810419681,0.2155304389465392,4.948902196165885,4.628736740597879,5.209840810419681,0.2155304389465392,11,11,0,0.1666666666666666,1.0649046105521396,3.543575414076864e-06,3.688297802786209,0.6062352188459638,7.544021766851893,1.199998221,21.82160255946943,1.2978517238170877,0.0,0,0,0,9.4,7,10,1.2,10.4,10,11,0.4898979485566356,11.0,11,11,0.0,4,4,4,0,2,2,2,0,6,6,6,0,0.013484265,2074,691,0.5004024235381879
QUANTILEREGRESSOR,5,4031,807,806,0.4000000000000001,5.011146266692495,4.094292803970223,6.327543424317618,0.8508328068773601,5.011146266692495,4.094292803970223,6.327543424317618,0.8508328068773601,3,3,0,1.0,0.5392746282096074,0.008811589,1.572416171665969,0.2324690242460306,2.476927944826935,1.203642046985507,6.170969022661394,0.927251565,0.0,0,0,0,1.0,1,1,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.4594262252956781,0,0,0.0
LinearSVR,10,9211,922,921,0.3,4.961538552125507,3.5830618892508146,6.297502714440825,0.8202236556338067,4.961538552125507,3.5830618892508146,6.297502714440825,0.8202236556338067,4,4,0,0.5,0.7802289611590179,0.010010246,2.1132513295960726,0.3066712310954185,4.157979363508052,1.2108096245147264,9.940825042753136,1.1573418874544026,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.2846401188255175,0,0,0.0
LinearSVR,5,14016,2804,2803,0.3999999999999999,4.887241253130561,4.209775240813414,5.313837375178316,0.4265421714489396,4.887241253130561,4.209775240813414,5.313837375178316,0.4265421714489396,1,1,0,0.5,0.8647705650332462,0.064350148,2.370954787699459,0.0,1.8651965549427816,1.0823762477283287,4.410072493666648,0.0,0.0,0,0,0,0.2,0,1,0.4000000000000001,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.022423661,0,0,0.6730116670092565
XGBRegressor,15,17280,1152,1152,0.0,4.971064814814815,4.340277777777778,5.815972222222222,0.4532399131759554,4.971064814814815,4.340277777777778,5.815972222222222,0.4532399131759554,4,4,0,0.1666666666666666,3.2418872483889163,1.888180102475288e-06,5.012317714975941,0.5601366961168113,17.17419504655911,0.6658606490531795,30.31775310162445,3.478360034284387,0.0,0,0,0,2.933333333333333,1,4,0.573488351,3.066666666666667,3,4,0.2494438257849294,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.015727944,0,0,0.2449300267946353
LASSO,5,5760,1152,1152,0.0,4.861111111111112,4.600694444444445,5.208333333333334,0.2515864018435667,4.861111111111112,4.600694444444445,5.208333333333334,0.2515864018435667,4,4,0,1.0,1.4827180246075184,0.000186604,4.5124305117769525,0.8883329683228275,7.860322511415873,1.0629223053727377,23.362512105880263,5.079231098242041,0.0,0,0,0,3.0,2,4,0.6324555320336759,3.0,3,3,0.0,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.021345298,0,0,0.5004024235381879
XGBRegressor,20,27641,1383,1382,0.2179449471770336,4.985360795184026,4.269175109,6.078147612156296,0.494019903,4.985360795184026,4.269175109,6.078147612156296,0.494019903,3,3,0,0.1666666666666666,1.6874795403548977,0.050991692,4.925416491414103,1.1696543657106888,9.077743616611698,1.1776993879717963,31.17537344350064,5.969096586235554,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1405372977576535,0,0,0.0
HUBERREGRESSOR,20,27641,1383,1382,0.2179449471770337,4.992531284891064,4.052098408104197,6.435285611,0.6087249877657165,4.992531284891064,4.052098408104197,6.435285611,0.6087249877657165,4,4,0,0.1666666666666666,3.2821449088669787,1.329098516558761e-07,5.733291094378784,0.6367608446794755,18.89936470156575,1.0684056242474098,40.36645746,4.614517867667629,0.0,0,0,0,2.8,1,3,0.6,3.15,3,4,0.3570714214271425,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.013614438,0,0,0.3250829733914482
LASSO,5,12671,2535,2534,0.3999999999999999,4.798347990018199,4.538279400157854,4.932912391475927,0.1443155523220182,4.798347990018199,4.538279400157854,4.932912391475927,0.1443155523220182,1,1,0,0.5,0.5749385294234356,0.019568732,1.379377484960008,0.0,1.1028254732885243,0.5636298253082241,1.837266741751896,0.0,0.0,0,0,0,0.4,0,1,0.4898979485566356,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.011844782,0,0,0.5004024235381879
XGBRegressor,20,24181,1210,1209,0.2179449471770337,5.045276815071537,3.639371381306865,6.203473945,0.6066292164393977,5.045276815071537,3.639371381306865,6.203473945,0.6066292164393977,3,3,0,0.1666666666666666,1.6753798349562898,0.031722837,5.064333247920247,1.2538369437033945,9.576028016,0.9293476713560094,32.57368637143891,6.664550938785685,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1510601853358797,0,0,0.0
XGBRegressor,20,20721,1037,1036,0.2179449471770337,5.023879955172144,3.861003861003861,6.274131274131274,0.7416587590284183,5.023879955172144,3.861003861003861,6.274131274131274,0.7416587590284183,2,2,0,0.1666666666666666,1.0642465129765557,0.001937412,4.756516047772973,1.5240657942474167,6.366455915,1.2190803388162892,29.03097065728604,7.954769486066345,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.1818807340744014,0,0,0.0
XGBRegressor,5,9216,1844,1843,0.4000000000000001,4.8502747689269246,4.395008138903961,5.425935973955507,0.4430888850780137,4.8502747689269246,4.395008138903961,5.425935973955507,0.4430888850780137,2,2,0,0.5,2.3574237101821987,0.9344476509798852,4.562518906235942,0.000395744,9.528247258272668,0.1057963107877872,25.001559836594296,0.003371579,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2793818379914416,0,0,0.0
HUBERREGRESSOR,5,34560,6912,6912,0.0,5.0144675925925934,4.817708333333334,5.251736111111112,0.147711215,5.0144675925925934,4.817708333333334,5.251736111111112,0.147711215,4,4,0,0.1666666666666666,2.4486872212774915,0.007822647,4.547594645357655,0.6693186326851996,13.57186927608306,0.4815840182588498,26.52380420342554,3.0523208887492443,0.0,0,0,0,3.2,3,4,0.3999999999999999,3.2,3,4,0.3999999999999999,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.014133924,0,0,0.0
HUBERREGRESSOR,10,10361,1037,1036,0.3,5.105665660149748,3.957528957528957,5.984555984555985,0.5986733426063475,5.105665660149748,3.957528957528957,5.984555984555985,0.5986733426063475,3,3,0,0.5,0.045971152,0.0,0.1001185519995083,0.017916836,1.267524656,1.1404664617982372,1.390753272337294,0.019593833,0.0,0,0,0,0.0,0,0,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1893854194378335,0,0,0.0
LASSO,5,7006,1402,1401,0.4000000000000001,5.081371467904014,4.211277658815132,5.496074232690935,0.4744562498199602,5.081371467904014,4.211277658815132,5.496074232690935,0.4744562498199602,9,9,0,1.0,0.583778276,6.005241428213531e-05,3.3070684499764327,0.3867957288965831,4.005918983144168,0.2027190986304452,21.652975841425512,2.5783394350107645,0.0,0,0,0,7.2,6,8,0.9797958971132712,8.0,8,8,0.0,9.0,9,9,0.0,2,2,2,0,0,0,0,0,5,5,5,0,0.3367426659781938,1402,24,0.6730116670092565
XGBRegressor,10,14011,1402,1401,0.3,5.067549060636329,3.637660485021398,5.781584582441114,0.6003598772536791,5.067549060636329,3.637660485021398,5.781584582441114,0.6003598772536791,1,1,0,0.5,0.7323511861564049,0.000190562,3.034541200202212,0.0,1.805112185,0.6418676951941915,8.265900282787092,0.0,0.0,0,0,0,0.4,0,1,0.4898979485566356,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.024940802,0,0,0.5004024235381879
XGBRegressor,5,17280,3456,3456,0.0,5.063657407407407,4.6875,5.266203703703703,0.2021325138492243,5.063657407407407,4.6875,5.266203703703703,0.2021325138492243,6,6,0,0.1666666666666666,2.044982187797319,0.018862717,4.553044865011045,0.647894697,7.425057857645889,0.1184452691405346,24.87385601537594,3.680947780461175,0.0,0,0,0,5.2,5,6,0.3999999999999999,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.1000016201257524,0,0,0.0
XGBRegressor,15,27646,1844,1843,0.2494438257849294,5.056813433722956,4.3407487791644055,6.348345089527943,0.5233471311826202,5.056813433722956,4.3407487791644055,6.348345089527943,0.5233471311826202,1,1,0,0.1666666666666666,0.3960222413082039,0.000106065,2.222037615592574,0.0,1.2649385525141157,0.05727778,3.789032413176199,0.0,0.0,0,0,0,0.2666666666666666,0,1,0.4422166387140533,0.1333333333333333,0,1,0.3399346342395189,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.015813891,0,0,0.3926744672275521
LinearSVR,10,14011,1402,1401,0.3,5.0531819028796425,4.282655246252676,6.067094932191292,0.5015662770774779,5.0531819028796425,4.282655246252676,6.067094932191292,0.5015662770774779,6,6,0,0.5,1.5748382716267355,1.8741048029491964e-06,3.4914598974779145,0.4092319887868478,8.798692645,0.8390121036359646,21.985885728670883,2.2835783140498807,0.0,0,0,0,5.3,5,6,0.458257569,5.0,5,5,0.0,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1905800943625512,0,0,0.0
XGBRegressor,15,12661,845,844,0.2494438257849293,5.031202968862465,3.672985781990521,6.398104265402843,0.6988057707550076,5.031202968862465,3.672985781990521,6.398104265402843,0.6988057707550076,6,6,0,0.5,1.4261966163770103,9.28101750338078e-05,4.943806142436909,0.8728791756275274,6.984882033445465,0.1335440741292912,31.668162564168952,5.339286531700999,0.0,0,0,0,1.6,0,4,1.743559577416269,5.533333333333333,5,6,0.498887652,5.933333333333334,5,6,0.2494438257849293,4,4,4,0,2,2,2,0,0,0,0,0,0.079663502,0,0,0.6365141682948128
QUANTILEREGRESSOR,10,10361,1037,1036,0.3,4.951244122,4.054054054054054,5.984555984555985,0.516141796,4.951244122,4.054054054054054,5.984555984555985,0.516141796,4,4,0,0.1666666666666666,0.2538606187056922,0.03487199,0.705126573,0.1103533234503974,0.888757517,0.3148420656237944,1.516535255,0.113024365,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.2303354303990959,0,0,0.0
LinearSVR,10,42041,4205,4204,0.3,5.009399349014754,4.424357754519505,5.566127497621313,0.2970067158809495,5.009399349014754,4.424357754519505,5.566127497621313,0.2970067158809495,2,2,0,0.1666666666666666,0.3700671474586238,0.000131391,3.250029340855406,0.6410577294301975,1.5625432578810394,0.4700404467178387,9.662199753763709,1.7431105475410462,0.0,0,0,0,1.4,1,2,0.4898979485566356,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.016254158,0,0,0.5004024235381879
HUBERREGRESSOR,20,17280,864,864,0.0,5.185185185185185,3.8194444444444446,6.712962962962964,0.7261290343221352,5.185185185185185,3.8194444444444446,6.712962962962964,0.7261290343221352,6,6,0,0.1666666666666666,2.150965921811552,1.0683852508561429e-06,4.919076837369582,0.4771122225779358,12.012291175200517,0.1601386237377617,29.843109891436445,3.336109168920106,0.0,0,0,0,4.95,3,6,0.497493719,5.1,4,6,0.5385164807134504,5.85,5,6,0.3570714214271425,3,3,3,0,1,1,1,0,2,2,2,0,0.014285937,4,4,0.1985152433458726
LinearSVR,10,10361,1037,1036,0.3,4.9995904431777145,4.054054054054054,5.694980694980695,0.5857598499237383,4.9995904431777145,4.054054054054054,5.694980694980695,0.5857598499237383,5,5,0,0.1666666666666666,0.2850884170755901,0.0,0.951497956,0.101405677,0.931400571,0.092946504,1.6866360579170685,0.1596329486035195,0.0,0,0,0,0.7,0,1,0.4582575694955839,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.059591378,0,0,0.0
LASSO,10,17280,1728,1728,0.0,5.069444444444445,4.224537037037037,5.844907407407407,0.4285534393882781,5.069444444444445,4.224537037037037,5.844907407407407,0.4285534393882781,2,1,1,0.1666666666666666,0.2146067229583222,0.033216201,0.7514252958744367,0.0,0.9376499505534356,0.114389354,1.380406783940281,0.0,1.0,1,1,0,1.0,1,1,0.0,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.068383456,0,0,0.0
XGBRegressor,10,10361,1037,1036,0.3,5.134623189107278,4.343629343629344,5.984555984555985,0.5705699587223352,5.134623189107278,4.343629343629344,5.984555984555985,0.5705699587223352,5,5,0,0.5,1.700217633,0.000847754,4.662665295644099,0.7809888631061999,7.637363288733972,0.1988525242524792,26.23469536,5.007574531351804,0.0,0,0,0,4.0,4,4,0.0,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1801043001735078,0,0,0.0
HUBERREGRESSOR,10,13821,1383,1382,0.3,5.100910058358002,4.341534008683068,6.005788712011578,0.4667090596246656,5.100910058358002,4.341534008683068,6.005788712011578,0.4667090596246656,2,1,1,0.1666666666666666,0.2701064506370065,1.151407627123175e-05,1.177560174403226,0.0,1.0603407829007954,0.090684133,1.326197187821798,0.0,1.0,1,1,0,0.7,0,1,0.4582575694955839,1.2,1,2,0.4,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.045901069,0,0,0.6108643020548935
XGBRegressor,5,20736,4148,4147,0.3999999999999999,4.986499052771125,4.388714734,5.425608873884736,0.3506019448283159,4.986499052771125,4.388714734,5.425608873884736,0.3506019448283159,3,3,0,0.1666666666666666,1.260922104399101,0.005702374,4.463733064167959,1.213688102608909,7.255230520973173,1.196009342160288,23.77346285651624,6.297474278363386,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2202280860070455,0,0,0.0
XGBRegressor,5,4606,922,921,0.4,4.993369934123288,4.234527687296417,6.514657980456026,0.8972603621119343,4.993369934123288,4.234527687296417,6.514657980456026,0.8972603621119343,2,2,0,1.0,1.6938194616457245,0.0011418,4.828606408957984,0.9926052539689256,9.011903974868584,0.1512402000881452,30.86185391713596,7.066277483,0.0,0,0,0,1.8,1,2,0.4,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.1694441816350215,0,0,0.5004024235381879
XGBRegressor,15,20731,1383,1382,0.2494438257849294,5.016604702055384,4.124457308248915,6.512301013024602,0.6637333317784955,5.016604702055384,4.124457308248915,6.512301013024602,0.6637333317784955,1,1,0,0.1666666666666666,0.2856522292488603,8.497681796938386e-05,1.6671924728068446,0.0,1.1219664261810725,0.7222137496163552,1.2738605662286622,0.0,0.0,0,0,0,0.066666667,0,1,0.2494438257849294,0.2666666666666666,0,1,0.4422166387140533,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.013026531,0,0,0.2449300267946353
HUBERREGRESSOR,10,11520,1152,1152,0.0,4.895833333333334,3.6458333333333335,5.555555555555555,0.63099937,4.895833333333334,3.6458333333333335,5.555555555555555,0.63099937,4,3,1,0.5,0.1791699628510379,0.02477078,0.5232133346623319,0.000866149,0.8286761089689572,0.047927729,1.238401844619676,0.00059548,1.0,1,1,0,1.3,0,4,1.0049875621120892,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1573788646627164,0,0,0.5004024235381879
XGBRegressor,10,42041,4205,4204,0.3,5.033181127537219,4.281636536631779,5.6374881065651765,0.4189637254585021,5.033181127537219,4.281636536631779,5.6374881065651765,0.4189637254585021,4,4,0,0.1666666666666666,1.3094530340986394,0.003038655,4.770794954599137,0.8774154320910881,6.592845939987058,0.1328213137202407,26.982833192562424,4.982706444053106,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1653945526611371,0,0,0.0
XGBRegressor,10,31101,3111,3110,0.3,4.9451712159219285,4.147909968,5.691318327974276,0.4210693108559923,4.9451712159219285,4.147909968,5.691318327974276,0.4210693108559923,8,8,0,0.1666666666666666,1.5703770691853047,2.936544237062283e-06,4.6862660203354825,0.6794379611993484,9.083365028812905,0.043668205,26.929686527148306,3.5440469703302666,0.0,0,0,0,7.1,5,8,0.8306623862918074,7.0,7,7,0.0,8.0,8,8,0.0,3,3,3,0,1,1,1,0,4,4,4,0,0.011106466,3109,1036,0.3250829733914482
XGBRegressor,5,31101,6221,6220,0.3999999999999999,4.977319327596446,4.694533762057878,5.368911750522424,0.2352527115941587,4.977319327596446,4.694533762057878,5.368911750522424,0.2352527115941587,3,1,2,0.1666666666666666,1.3052244597629592,0.037327523,2.2791973674057657,0.0,2.4286348385043297,1.175317102423476,3.7376813038342593,0.0,1.0976029601029602,1,2,0,0.6,0,1,0.4898979485566356,1.4,1,2,0.4898979485566356,2.4,2,3,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0.011524297,0,0,0.6730116670092565
LASSO,5,14016,2804,2803,0.3999999999999999,4.937205551622649,4.6378879771673205,5.137352836246879,0.1933349128665613,4.937205551622649,4.6378879771673205,5.137352836246879,0.1933349128665613,10,10,0,0.5,0.7540798363567672,4.435234891376043e-06,3.5555101910024405,0.5465454096839811,4.842001857351077,0.3076584831340132,19.89353871131692,2.784024450566526,0.0,0,0,0,9.0,9,9,0.0,9.0,9,9,0.0,10.0,10,10,0.0,3,3,3,0,1,1,1,0,5,5,5,0,0.2140802582140891,2804,48,0.0
XGBRegressor,10,10361,1037,1036,0.3,4.970437443918639,4.536679536679537,6.268081003,0.5205300120647389,4.970437443918639,4.536679536679537,6.268081003,0.5205300120647389,4,4,0,0.1666666666666666,0.559745192,0.0,3.6545235276701833,0.7105377653879371,2.976549404,0.41283973,16.03656615548244,3.3180897422809497,0.0,0,0,0,0.9,0,2,0.5385164807134505,3.0,3,3,0.0,3.9,3,4,0.3,2,2,2,0,0,0,0,0,0,0,0,0,0.061186341,0,0,0.3250829733914482
XGBRegressor,5,7006,1402,1401,0.4,5.1097595868449375,3.783012134189864,6.134094151212553,0.8393691035134924,5.1097595868449375,3.783012134189864,6.134094151212553,0.8393691035134924,3,3,0,1.0,0.325059757,0.004319745,2.113047512950011,0.3748291765259243,1.1457460331448328,0.2933587149735732,3.241006117685765,0.4149025113228543,0.0,0,0,0,1.6,1,2,0.4898979485566356,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.6406107305125048,0,0,0.6730116670092565
XGBRegressor,15,34560,2304,2304,0.0,5.005787037037037,3.7760416666666665,5.772569444444445,0.4993310962062605,5.005787037037037,3.7760416666666665,5.772569444444445,0.4993310962062605,6,6,0,0.1666666666666666,1.589055885652929,0.0003726,4.555584830613692,0.8607102826929034,8.080061009040868,0.1692130829729894,24.41099918924561,4.913030211779539,0.0,0,0,0,5.266666666666667,5,6,0.4422166387140533,5.066666666666666,5,6,0.2494438257849293,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1384069009025647,0,0,0.0
HUBERREGRESSOR,10,10361,1037,1036,0.3,5.038181865568558,3.861003861003861,5.8880308880308885,0.671631457,5.038181865568558,3.861003861003861,5.8880308880308885,0.671631457,6,6,0,0.1666666666666666,0.05997298,8.91517996049494e-12,1.6965718948541524,0.2091473877209079,1.397782784928357,0.177598412,1.9485729222181951,0.1132804563870566,0.0,0,0,0,5.1,4,6,0.7000000000000001,5.0,4,6,0.6324555320336759,5.9,5,6,0.3,0,0,0,0,0,0,0,0,4,4,4,0,0.015272311,103,3,0.0
XGBRegressor,10,17280,1728,1728,0.0,4.947916666666666,4.166666666666666,5.555555555555555,0.4752774823941474,4.947916666666666,4.166666666666666,5.555555555555555,0.4752774823941474,6,6,0,0.1666666666666666,2.139187828201691,7.993462304593122e-06,4.927115086044076,0.4631164156934397,10.883951272207671,0.4085094047835582,28.736141743290755,3.6707455321904994,0.0,0,0,0,5.0,3,6,0.7745966692414834,5.0,5,5,0.0,6.0,6,6,0.0,3,3,3,0,1,1,1,0,2,2,2,0,0.01503677,15,15,0.3250829733914482
LinearSVR,5,6911,1383,1382,0.4,5.0065034065712135,4.196816208393632,5.716353111432706,0.487251172,5.0065034065712135,4.196816208393632,5.716353111432706,0.487251172,4,4,0,0.1666666666666666,0.8113059623463161,0.0225932,3.635070007705715,0.684294407,4.667138984547626,0.4930723832504684,21.65494298072037,3.922447924161656,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.194141378,0,0,0.0
LASSO,5,27646,5530,5529,0.3999999999999999,5.056789173769606,4.973774642792549,5.154639175257731,0.07376149,5.056789173769606,4.973774642792549,5.154639175257731,0.07376149,1,1,0,0.1666666666666666,0.335893316,0.031595648,1.1143155716503397,0.0,0.9304820921724224,0.030836926,1.2198893175544834,0.0,0.0,0,0,0,0.2,0,1,0.4000000000000001,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.011912174,0,0,0.0
XGBRegressor,5,17280,3456,3456,0.0,5.052083333333334,4.571759259,5.555555555555555,0.3990958252214505,5.052083333333334,4.571759259,5.555555555555555,0.3990958252214505,5,5,0,0.1666666666666666,1.1093897631100764,0.000340713,4.360140139126527,0.9245910806257336,5.480426479150864,0.511414392,22.82292933688239,4.638348021768839,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.2,4,5,0.3999999999999999,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1971378567991216,0,0,0.0
QUANTILEREGRESSOR,5,17280,3456,3456,0.0,4.94212963,3.96412037,5.613425925925926,0.5984479060553245,4.94212963,3.96412037,5.613425925925926,0.5984479060553245,5,5,0,0.1666666666666666,0.4347512419502338,0.000451801,0.9157439502255628,0.1317037110612333,1.2194221047233218,0.010963462,2.7625700984042787,0.1721289515264312,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.2134721495203712,0,0,0.0
